"C(117; 1, 4, 18, 47)";4;2,65517;468;228262740
"C(117; 1, 4, 24, 38)";4;2,65517;468;228262740
"C(117; 1, 5, 20, 27)";4;2,65517;468;228262740
"C(117; 1, 5, 22, 35)";4;2,65517;468;228262740
"C(117; 1, 6, 22, 42)";4;2,65517;468;228262740
"C(117; 1, 6, 29, 49)";4;2,65517;468;228262740
"C(117; 1, 7, 19, 47)";4;2,65517;468;228262740
"C(117; 1, 9, 22, 28)";4;2,65517;468;228262740
"C(117; 1, 9, 33, 46)";4;2,65517;468;228262740
"C(117; 1, 10, 14, 50)";4;2,65517;468;228262740
"C(117; 1, 12, 18, 28)";4;2,65517;468;228262740
"C(117; 1, 13, 17, 55)";4;2,65517;468;228262740
"C(117; 1, 14, 18, 55)";4;2,65517;468;228262740
"C(117; 1, 16, 20, 27)";4;2,65517;468;228262740
"C(117; 1, 16, 21, 30)";4;2,65517;468;228262740
"C(117; 1, 16, 25, 37)";4;2,65517;468;228262740
"C(117; 1, 18, 25, 29)";4;2,65517;468;228262740
"C(117; 1, 21, 30, 35)";4;2,65517;468;228262740
"C(117; 1, 21, 36, 49)";4;2,65517;468;228262740
"C(117; 1, 24, 40, 43)";4;2,65517;468;228262740
"C(117; 1, 27, 33, 43)";4;2,65517;468;228262740
"C(117; 1, 29, 41, 54)";4;2,65517;468;228262740
"C(117; 1, 36, 50, 57)";4;2,65517;468;228262740
"C(117; 1, 36, 52, 56)";4;2,65517;468;228262740
"C(117; 1, 41, 46, 54)";4;2,65517;468;228262740
