"C(491; 1, 15, 146)";8;5,33878;1473;21412642
"C(491; 1, 16, 150)";8;5,33878;1473;21412642
"C(491; 1, 19, 84)";8;5,33878;1473;21412642
"C(491; 1, 23, 131)";8;5,33878;1473;21412642
"C(491; 1, 24, 226)";8;5,33878;1473;21412642
"C(491; 1, 29, 76)";8;5,33878;1473;21412642
"C(491; 1, 36, 85)";8;5,33878;1473;21412642
"C(491; 1, 37, 64)";8;5,33878;1473;21412642
"C(491; 1, 39, 63)";8;5,33878;1473;21412642
"C(491; 1, 52, 92)";8;5,33878;1473;21412642
"C(491; 1, 155, 237)";8;5,33878;1473;21412642
"C(491; 1, 214, 225)";8;5,33878;1473;21412642
