"C(134; 1, 4, 25, 39)";4;2,75188;536;434521559
"C(134; 1, 19, 46, 52)";4;2,75188;536;434521559
"C(134; 1, 23, 32, 59)";4;2,75188;536;434521559
"C(134; 2, 5, 35, 56)";4;2,75188;536;434521559
"C(134; 2, 21, 33, 53)";4;2,75188;536;434521559
"C(134; 3, 4, 22, 57)";4;2,75188;536;434521559
"C(134; 3, 12, 17, 59)";4;2,75188;536;434521559
"C(134; 3, 17, 19, 46)";4;2,75188;536;434521559
"C(134; 3, 20, 21, 28)";4;2,75188;536;434521559
"C(134; 3, 24, 47, 52)";4;2,75188;536;434521559
"C(134; 4, 9, 51, 57)";4;2,75188;536;434521559
"C(134; 4, 17, 41, 60)";4;2,75188;536;434521559
"C(134; 4, 19, 33, 36)";4;2,75188;536;434521559
"C(134; 4, 31, 48, 53)";4;2,75188;536;434521559
"C(134; 5, 6, 51, 54)";4;2,75188;536;434521559
"C(134; 5, 7, 18, 45)";4;2,75188;536;434521559
"C(134; 5, 7, 28, 41)";4;2,75188;536;434521559
"C(134; 5, 8, 38, 39)";4;2,75188;536;434521559
"C(134; 5, 19, 26, 27)";4;2,75188;536;434521559
"C(134; 6, 13, 21, 62)";4;2,75188;536;434521559
"C(134; 6, 15, 29, 34)";4;2,75188;536;434521559
"C(134; 6, 15, 43, 47)";4;2,75188;536;434521559
"C(134; 6, 25, 35, 63)";4;2,75188;536;434521559
"C(134; 7, 11, 27, 44)";4;2,75188;536;434521559
"C(134; 7, 17, 23, 66)";4;2,75188;536;434521559
"C(134; 8, 11, 17, 65)";4;2,75188;536;434521559
"C(134; 8, 14, 15, 33)";4;2,75188;536;434521559
"C(134; 8, 44, 47, 61)";4;2,75188;536;434521559
"C(134; 9, 10, 16, 65)";4;2,75188;536;434521559
"C(134; 9, 12, 37, 66)";4;2,75188;536;434521559
"C(134; 9, 30, 41, 47)";4;2,75188;536;434521559
"C(134; 9, 36, 43, 51)";4;2,75188;536;434521559
"C(134; 9, 41, 48, 53)";4;2,75188;536;434521559
"C(134; 9, 50, 60, 63)";4;2,75188;536;434521559
"C(134; 10, 11, 25, 27)";4;2,75188;536;434521559
"C(134; 10, 12, 25, 41)";4;2,75188;536;434521559
"C(134; 10, 14, 23, 35)";4;2,75188;536;434521559
"C(134; 11, 12, 46, 51)";4;2,75188;536;434521559
"C(134; 11, 14, 35, 65)";4;2,75188;536;434521559
"C(134; 11, 15, 21, 50)";4;2,75188;536;434521559
"C(134; 13, 17, 20, 45)";4;2,75188;536;434521559
"C(134; 13, 32, 42, 43)";4;2,75188;536;434521559
"C(134; 13, 38, 55, 60)";4;2,75188;536;434521559
"C(134; 13, 45, 46, 53)";4;2,75188;536;434521559
"C(134; 14, 34, 49, 59)";4;2,75188;536;434521559
"C(134; 15, 17, 20, 24)";4;2,75188;536;434521559
"C(134; 15, 18, 19, 28)";4;2,75188;536;434521559
"C(134; 15, 38, 39, 49)";4;2,75188;536;434521559
"C(134; 15, 53, 56, 57)";4;2,75188;536;434521559
"C(134; 16, 27, 46, 55)";4;2,75188;536;434521559
"C(134; 17, 22, 54, 55)";4;2,75188;536;434521559
"C(134; 18, 29, 55, 59)";4;2,75188;536;434521559
"C(134; 18, 32, 45, 47)";4;2,75188;536;434521559
"C(134; 18, 39, 52, 63)";4;2,75188;536;434521559
"C(134; 19, 31, 63, 66)";4;2,75188;536;434521559
"C(134; 19, 35, 49, 62)";4;2,75188;536;434521559
"C(134; 19, 41, 50, 64)";4;2,75188;536;434521559
"C(134; 19, 58, 61, 63)";4;2,75188;536;434521559
"C(134; 20, 32, 49, 63)";4;2,75188;536;434521559
"C(134; 21, 22, 51, 55)";4;2,75188;536;434521559
"C(134; 21, 34, 38, 61)";4;2,75188;536;434521559
"C(134; 23, 27, 36, 64)";4;2,75188;536;434521559
"C(134; 23, 33, 40, 41)";4;2,75188;536;434521559
"C(134; 23, 39, 41, 42)";4;2,75188;536;434521559
"C(134; 23, 56, 59, 61)";4;2,75188;536;434521559
"C(134; 24, 33, 51, 61)";4;2,75188;536;434521559
"C(134; 25, 26, 37, 65)";4;2,75188;536;434521559
"C(134; 25, 35, 43, 44)";4;2,75188;536;434521559
"C(134; 25, 55, 58, 66)";4;2,75188;536;434521559
"C(134; 26, 33, 43, 44)";4;2,75188;536;434521559
"C(134; 26, 53, 58, 65)";4;2,75188;536;434521559
"C(134; 28, 31, 51, 66)";4;2,75188;536;434521559
"C(134; 29, 36, 37, 56)";4;2,75188;536;434521559
"C(134; 31, 40, 59, 64)";4;2,75188;536;434521559
"C(134; 31, 43, 47, 54)";4;2,75188;536;434521559
"C(134; 34, 43, 49, 65)";4;2,75188;536;434521559
"C(134; 41, 55, 57, 64)";4;2,75188;536;434521559
"C(134; 45, 50, 54, 57)";4;2,75188;536;434521559
"C(134; 45, 51, 60, 62)";4;2,75188;536;434521559
