N,K,S,diameter,averageShortestPathLength,edges
270,5,C(270;1;6;51;82;121),4,2.9368029739776951,1350
270,5,C(270;1;9;42;106;120),4,2.9368029739776951,1350
270,5,C(270;1;12;57;73;103),4,2.9368029739776951,1350
270,5,C(270;1;29;52;96;129),4,2.9368029739776951,1350
270,5,C(270;1;31;37;51;96),4,2.9368029739776951,1350
270,5,C(270;1;40;57;92;101),4,2.9368029739776951,1350
270,5,C(270;1;42;69;78;98),4,2.9368029739776951,1350
270,5,C(270;1;61;84;97;129),4,2.9368029739776951,1350
270,5,C(270;1;93;98;110;131),4,2.9368029739776951,1350
