N,K,S,diameter,averageShortestPathLength,edges
377,4,C(377; 1; 9; 33; 153),5,3.7180851063829787,1508
377,4,C(377; 1; 12; 67; 141),5,3.7180851063829787,1508
377,4,C(377; 1; 14; 93; 115),5,3.7180851063829787,1508
377,4,C(377; 1; 15; 69; 133),5,3.7180851063829787,1508
377,4,C(377; 1; 17; 42; 122),5,3.7180851063829787,1508
377,4,C(377; 1; 19; 142; 175),5,3.7180851063829787,1508
377,4,C(377; 1; 20; 69; 182),5,3.7180851063829787,1508
377,4,C(377; 1; 27; 89; 128),5,3.7180851063829787,1508
377,4,C(377; 1; 28; 155; 171),5,3.7180851063829787,1508
377,4,C(377; 1; 32; 53; 123),5,3.7180851063829787,1508
377,4,C(377; 1; 34; 80; 176),5,3.7180851063829787,1508
377,4,C(377; 1; 37; 106; 157),5,3.7180851063829787,1508
377,4,C(377; 1; 44; 52; 153),5,3.7180851063829787,1508
377,4,C(377; 1; 45; 64; 163),5,3.7180851063829787,1508
377,4,C(377; 1; 45; 77; 97),5,3.7180851063829787,1508
377,4,C(377; 1; 59; 72; 168),5,3.7180851063829787,1508
377,4,C(377; 1; 60; 104; 132),5,3.7180851063829787,1508
377,4,C(377; 1; 67; 90; 119),5,3.7180851063829787,1508
377,4,C(377; 1; 92; 150; 162),5,3.7180851063829787,1508
