N,K,S,diameter,averageShortestPathLength,edges
497,4,C(497; 1; 8; 74; 121),6,4.012096774193548,1988
497,4,C(497; 1; 16; 193; 218),6,4.012096774193548,1988
497,4,C(497; 1; 18; 44; 155),6,4.012096774193548,1988
497,4,C(497; 1; 19; 31; 200),6,4.012096774193548,1988
497,4,C(497; 1; 19; 108; 138),6,4.012096774193548,1988
497,4,C(497; 1; 23; 60; 192),6,4.012096774193548,1988
497,4,C(497; 1; 23; 84; 234),6,4.012096774193548,1988
497,4,C(497; 1; 47; 62; 115),6,4.012096774193548,1988
497,4,C(497; 1; 47; 121; 220),6,4.012096774193548,1988
497,4,C(497; 1; 53; 217; 240),6,4.012096774193548,1988
497,4,C(497; 1; 57; 67; 82),6,4.012096774193548,1988
497,4,C(497; 1; 58; 157; 202),6,4.012096774193548,1988
497,4,C(497; 1; 61; 74; 115),6,4.012096774193548,1988
497,4,C(497; 1; 75; 108; 126),6,4.012096774193548,1988
497,4,C(497; 1; 89; 103; 157),6,4.012096774193548,1988
