N,K,S,diameter,averageShortestPathLength,edges
301,4,C(301; 1; 7; 33; 129),5,3.5,1204
301,4,C(301; 1; 16; 81; 87),5,3.5,1204
301,4,C(301; 1; 17; 121; 132),5,3.5,1204
301,4,C(301; 1; 22; 55; 72),5,3.5,1204
301,4,C(301; 1; 26; 57; 66),5,3.5,1204
301,4,C(301; 1; 26; 115; 146),5,3.5,1204
301,4,C(301; 1; 28; 49; 65),5,3.5,1204
301,4,C(301; 1; 37; 104; 120),5,3.5,1204
301,4,C(301; 1; 41; 58; 148),5,3.5,1204
301,4,C(301; 1; 46; 109; 122),5,3.5,1204
301,4,C(301; 1; 46; 114; 124),5,3.5,1204
301,4,C(301; 1; 51; 89; 94),5,3.5,1204
301,4,C(301; 1; 56; 88; 98),5,3.5,1204
301,4,C(301; 1; 59; 128; 134),5,3.5,1204
301,4,C(301; 1; 72; 81; 102),5,3.5,1204
301,4,C(301; 1; 73; 86; 91),5,3.5,1204
